failed_attempts_5m,ip_reputation_score,velocity_kmh,is_tor_or_vpn,country_mismatch,hour_anomaly_score,device_trust_score,is_compromised
0,0.1785,18.82,0,0,0.0638,0.9182,0
0,0.0184,51.07,1,0,0.0614,0.7941,0
1,0.0129,15.84,0,0,0.0038,0.6898,0
0,0.0345,9.18,0,0,0.1606,0.9102,0
0,0.1995,44.17,0,0,0.2717,0.9957,0
0,0.0758,25.57,0,0,0.1357,0.7846,0
15,0.7703,1062.45,0,1,0.7559,0.0857,1
1,0.0911,1.78,0,0,0.4808,0.9188,0
0,0.0196,7.87,0,0,0.448,0.7482,0
2,0.0147,6.32,0,0,0.1538,0.7812,0
0,0.0377,58.0,0,0,0.0767,0.8862,0
1,0.0626,13.21,0,0,0.2451,0.7263,0
1,0.1944,11.97,0,0,0.3099,0.5905,0
0,0.1538,0.42,0,0,0.0589,0.8051,0
0,0.3126,10.5,0,0,0.0408,0.6577,0
0,0.0873,26.69,0,0,0.3298,0.9475,0
8,0.7787,1885.93,1,1,0.5869,0.1915,1
20,0.7941,2486.64,0,1,0.7372,0.0375,1
0,0.1341,4.47,0,0,0.38,0.9739,0
6,0.6572,24.76,1,0,0.6054,0.4555,1
5,0.7245,140.53,1,1,0.9154,0.0252,1
1,0.0344,5.06,0,0,0.1814,0.9837,0
11,0.7623,1975.59,0,1,0.9581,0.3123,1
0,0.4231,19.81,0,0,0.2736,0.6378,0
1,0.1296,1.6,0,0,0.1101,0.885,0
0,0.0779,28.27,0,0,0.1223,0.9502,0
0,0.0974,141.02,0,0,0.0653,0.9457,0
1,0.0408,0.43,0,0,0.0277,0.9153,0
1,0.1397,69.26,0,0,0.1373,0.913,0
2,0.1006,7.79,0,0,0.2907,0.7671,0
10,0.6722,1272.77,0,1,0.6823,0.0064,1
1,0.2915,52.99,0,0,0.4823,0.9402,0
2,0.1572,82.0,0,0,0.2188,0.8324,0
7,0.8312,97.51,1,0,0.9539,0.0947,1
1,0.0479,56.88,0,0,0.043,0.7756,0
0,0.1401,63.67,0,0,0.2906,0.657,0
1,0.1747,9.96,0,0,0.1858,0.8801,0
1,0.0876,2.61,0,0,0.0605,0.6176,0
0,0.1301,33.59,0,0,0.0874,0.7181,0
16,0.7151,65.96,1,1,0.9297,0.0098,1
1,0.096,22.08,0,0,0.3647,0.7917,0
0,0.1109,33.7,0,0,0.0025,0.9213,0
0,0.0708,4.28,0,0,0.0544,0.885,0
0,0.0252,1.16,0,0,0.0749,0.9471,0
1,0.0933,89.01,0,0,0.0003,0.6818,0
0,0.0708,17.0,0,0,0.0239,0.9193,0
1,0.112,5.01,0,0,0.1573,0.7869,0
1,0.3308,69.89,0,0,0.0786,0.9201,0
0,0.0669,26.49,0,0,0.4834,0.7793,0
0,0.1061,28.63,0,0,0.5867,0.8542,0
2,0.0326,41.23,0,0,0.3832,0.9394,0
0,0.0147,23.51,0,1,0.1782,0.8551,0
0,0.1845,79.95,0,0,0.0353,0.7269,0
0,0.0842,16.76,0,0,0.1412,0.8782,0
0,0.1649,3.6,0,0,0.0162,0.7526,0
0,0.2854,64.27,0,0,0.1637,0.9123,0
0,0.2203,18.73,0,0,0.2775,0.907,0
0,0.0468,11.13,0,0,0.1365,0.7679,0
1,0.0433,59.02,0,0,0.0483,0.759,0
0,0.14,18.65,0,0,0.2517,0.907,0
1,0.1348,13.68,0,0,0.1398,0.8336,0
0,0.074,9.96,0,0,0.2577,0.8423,0
0,0.1784,4.95,0,0,0.5389,0.9641,0
0,0.0594,121.37,0,0,0.0114,0.614,0
3,0.5772,865.2,1,1,0.8453,0.1454,1
1,0.0762,27.49,0,0,0.0359,0.822,0
10,0.8043,2134.3,0,0,0.6584,0.1994,1
1,0.1446,11.96,0,0,0.2782,0.9584,0
0,0.4213,63.3,0,0,0.0313,0.8881,0
0,0.0239,14.46,0,0,0.0579,0.7584,0
1,0.1691,29.81,0,0,0.0645,0.902,0
1,0.0016,50.37,0,0,0.1708,0.9671,0
0,0.0064,14.58,0,0,0.1903,0.8772,0
0,0.0442,17.6,0,1,0.4575,0.7572,0
0,0.0621,19.34,0,0,0.3983,0.7692,0
3,0.0236,50.54,0,0,0.6061,0.7548,0
0,0.0835,0.8,0,0,0.0041,0.9651,0
1,0.0149,2.41,0,0,0.2231,0.6205,0
0,0.1026,63.91,0,0,0.3366,0.9442,0
0,0.2566,24.44,0,0,0.0657,0.8445,0
0,0.2951,14.24,0,0,0.0246,0.5777,0
0,0.0242,20.6,0,0,0.4459,0.9612,0
0,0.0362,22.66,0,0,0.2053,0.7962,0
1,0.2236,51.65,0,0,0.0442,0.818,0
0,0.0466,75.22,0,0,0.2569,0.8097,0
1,0.0993,76.18,0,0,0.0639,0.826,0
0,0.0897,0.39,0,0,0.0143,0.8867,0
6,0.8666,32.11,1,1,0.4117,0.0694,1
12,0.797,23.51,1,1,0.804,0.0201,1
1,0.0139,28.07,0,0,0.1076,0.8465,0
0,0.0704,13.63,0,0,0.0247,0.7704,0
2,0.6706,52.67,0,1,0.5955,0.1267,1
0,0.0895,42.39,0,0,0.1479,0.9869,0
0,0.0348,62.47,0,0,0.0386,0.8306,0
0,0.0998,18.15,0,0,0.2849,0.8473,0
0,0.2336,43.67,0,0,0.0425,0.882,0
16,0.7051,2085.26,0,1,0.5958,0.274,1
0,0.0753,15.7,1,0,0.0167,0.9226,0
0,0.2659,23.83,0,0,0.2265,0.808,0
0,0.1281,46.55,0,0,0.2096,0.8499,0
2,0.2683,0.83,0,0,0.372,0.8655,0
12,0.7492,3063.17,1,1,0.6665,0.0598,1
0,0.1441,4.17,0,0,0.2191,0.6326,0
0,0.1499,7.9,0,0,0.3672,0.8649,0
0,0.0351,25.97,0,0,0.2423,0.7649,0
1,0.0771,0.65,0,0,0.1141,0.6676,0
0,0.0478,27.31,0,0,0.3253,0.6288,0
1,0.1384,33.72,0,0,0.0448,0.6391,0
0,0.0624,66.3,0,0,0.2066,0.8227,0
0,0.1454,70.41,0,0,0.1332,0.721,0
0,0.0462,13.94,0,0,0.189,0.9429,0
0,0.059,25.69,0,0,0.0041,0.9616,0
0,0.065,9.3,0,0,0.0938,0.9604,0
0,0.0932,78.34,0,0,0.0651,0.8157,0
0,0.0514,0.96,0,0,0.0482,0.8377,0
0,0.0318,19.5,0,0,0.1373,0.9917,0
2,0.0253,4.17,0,0,0.1091,0.8226,0
0,0.1554,9.45,0,0,0.2486,0.8147,0
1,0.2393,70.93,0,0,0.1932,0.6811,0
0,0.02,128.24,0,0,0.3768,0.9611,0
1,0.0263,26.07,0,0,0.0318,0.8008,0
1,0.0539,23.86,0,1,0.0404,0.9201,0
0,0.0871,71.09,0,0,0.1024,0.7734,0
1,0.0188,24.04,0,0,0.208,0.9043,0
0,0.1684,1.38,0,0,0.1214,0.8675,0
0,0.0578,24.36,0,0,0.0235,0.9777,0
1,0.0854,28.4,0,0,0.1036,0.7005,0
10,0.7312,2832.55,0,1,0.6104,0.1099,1
1,0.0314,2.99,0,0,0.0183,0.9551,0
3,0.8719,259.46,1,1,0.6611,0.2537,1
0,0.0736,5.26,0,0,0.0355,0.8418,0
1,0.0405,21.2,0,0,0.1853,0.9196,0
1,0.1242,33.56,0,0,0.0235,0.6773,0
0,0.0273,20.59,0,0,0.1172,0.8573,0
32,0.6812,91.94,0,1,0.9095,0.143,1
0,0.1033,27.61,0,0,0.017,0.8358,0
0,0.0633,97.15,0,0,0.0815,0.955,0
0,0.203,81.46,0,0,0.1124,0.937,0
0,0.2314,25.93,0,0,0.0968,0.8584,0
0,0.046,9.87,0,0,0.1441,0.7768,0
0,0.0264,1.5,0,0,0.0803,0.9154,0
0,0.1406,74.4,0,0,0.1428,0.9313,0
1,0.2504,11.76,0,1,0.1112,0.8178,0
1,0.1817,21.0,0,0,0.0758,0.8121,0
0,0.2442,16.11,0,0,0.0464,0.8565,0
7,0.738,1497.58,1,1,0.6493,0.1665,1
1,0.0864,65.57,0,0,0.1251,0.6889,0
1,0.1606,99.47,0,0,0.1627,0.8116,0
0,0.1478,60.68,0,0,0.2113,0.6605,0
2,0.034,0.2,1,0,0.5582,0.7137,0
7,0.9779,55.0,1,0,0.6979,0.0932,1
0,0.1001,25.07,0,0,0.0521,0.9841,0
1,0.3564,6.07,0,0,0.5236,0.8585,0
3,0.6758,3097.72,1,1,0.4732,0.2398,1
1,0.1517,63.42,0,0,0.2294,0.9427,0
1,0.0283,72.68,0,0,0.024,0.8955,0
0,0.111,73.27,0,1,0.2064,0.9535,0
1,0.2244,26.56,0,0,0.2246,0.6112,0
1,0.0332,40.61,0,0,0.2297,0.9627,0
0,0.0166,65.4,0,0,0.5275,0.7529,0
0,0.1426,9.54,0,0,0.0775,0.946,0
0,0.0884,21.3,0,0,0.0634,0.8875,0
0,0.0213,11.03,0,0,0.2047,0.7491,0
5,0.6776,104.63,1,1,0.7593,0.214,1
0,0.1115,10.68,0,0,0.1245,0.7748,0
1,0.0063,13.76,0,0,0.3159,0.6251,0
9,0.9064,118.99,0,1,0.7766,0.4333,1
0,0.0906,6.6,0,0,0.1118,0.8771,0
1,0.0145,78.88,0,0,0.0607,0.8405,0
0,0.1586,66.74,0,0,0.0825,0.8921,0
1,0.0098,34.62,0,0,0.1012,0.9808,0
0,0.0237,87.78,0,0,0.1722,0.7707,0
0,0.0797,35.22,0,0,0.0578,0.7414,0
0,0.1014,123.18,0,0,0.0182,0.7402,0
1,0.1951,94.57,0,0,0.0991,0.7888,0
0,0.1597,15.77,0,0,0.0118,0.8966,0
1,0.1312,69.86,0,0,0.1007,0.8981,0
1,0.255,9.84,0,0,0.4954,0.9718,0
0,0.1171,76.53,0,0,0.0946,0.8629,0
0,0.087,11.17,0,0,0.231,0.8858,0
1,0.1235,48.44,0,0,0.2527,0.9424,0
11,0.957,3009.53,1,1,0.8605,0.1391,1
0,0.2272,9.78,0,0,0.044,0.8739,0
0,0.0919,91.44,0,0,0.4689,0.9142,0
1,0.0483,54.49,0,0,0.0671,0.8127,0
0,0.2115,50.62,0,0,0.2629,0.846,0
0,0.0693,37.03,0,0,0.1245,0.9861,0
1,0.0769,14.51,0,0,0.0776,0.8349,0
0,0.2401,51.57,0,0,0.1347,0.9166,0
2,0.2752,2.12,0,0,0.1004,0.6075,0
0,0.0171,18.11,0,0,0.0352,0.9608,0
0,0.1063,3.07,0,0,0.0867,0.933,0
2,0.0465,17.63,0,0,0.1028,0.8233,0
2,0.1448,28.3,0,0,0.101,0.9456,0
0,0.1874,55.85,0,0,0.1094,0.8774,0
0,0.0748,74.26,0,0,0.1013,0.9509,0
0,0.1888,39.22,0,0,0.2519,0.9493,0
0,0.091,37.43,0,0,0.1032,0.9524,0
0,0.0422,5.85,0,0,0.0799,0.9385,0
0,0.046,20.14,0,0,0.092,0.8089,0
0,0.2199,3.7,0,0,0.3614,0.8942,0
1,0.2488,13.16,0,0,0.4556,0.8671,0
5,0.9412,1974.89,1,1,0.6389,0.1866,1
13,0.5431,109.51,0,0,0.8332,0.2124,1
1,0.0872,36.45,0,0,0.1018,0.6999,0
0,0.1728,130.1,0,0,0.0428,0.6707,0
0,0.0103,62.87,0,0,0.0872,0.8014,0
1,0.0443,42.54,0,0,0.27,0.9911,0
0,0.0868,53.88,0,0,0.1566,0.9581,0
2,0.1344,102.76,0,0,0.3372,0.7028,0
0,0.0288,7.87,1,0,0.0786,0.6824,0
2,0.0509,75.47,0,0,0.0923,0.8345,0
1,0.0204,1.84,0,0,0.1993,0.9716,0
7,0.881,2435.34,1,1,0.5273,0.0881,1
0,0.152,9.42,0,0,0.0763,0.9242,0
0,0.0186,35.13,0,0,0.0892,0.9508,0
0,0.113,0.63,0,0,0.1387,0.9127,0
0,0.2086,38.35,0,0,0.0506,0.8202,0
1,0.113,2.11,0,0,0.1796,0.9232,0
2,0.3167,10.23,0,0,0.1077,0.6999,0
0,0.2934,10.08,0,0,0.2083,0.7736,0
1,0.0318,3.22,0,0,0.2112,0.8179,0
0,0.2403,119.23,0,0,0.0144,0.7184,0
0,0.0192,28.19,0,0,0.0269,0.907,0
1,0.1255,131.46,0,0,0.2164,0.8376,0
0,0.1622,13.01,0,0,0.2668,0.8981,0
0,0.2095,33.03,0,0,0.0261,0.8773,0
0,0.0377,39.9,0,0,0.1787,0.8982,0
1,0.0309,20.32,0,0,0.1794,0.5178,0
0,0.1179,10.48,0,0,0.1855,0.9643,0
0,0.0128,124.1,0,0,0.4188,0.9905,0
0,0.1295,76.54,0,0,0.1394,0.8421,0
0,0.1734,14.73,0,0,0.0577,0.844,0
0,0.0673,31.32,0,0,0.3241,0.9564,0
7,0.4495,1491.58,0,1,0.5216,0.4283,1
10,0.8449,1577.84,0,0,0.6546,0.4607,1
0,0.2488,52.39,0,0,0.4716,0.6797,0
1,0.1515,40.81,0,0,0.2414,0.6707,0
0,0.1173,54.2,0,0,0.1881,0.9616,0
1,0.0996,14.86,0,0,0.1313,0.6876,0
0,0.044,19.49,0,0,0.1131,0.9002,0
0,0.0469,157.36,0,0,0.1313,0.8893,0
0,0.1266,38.72,0,0,0.0782,0.9453,0
18,0.6486,44.54,1,0,0.5668,0.2675,1
0,0.1296,15.53,0,0,0.0654,0.8131,0
0,0.016,24.81,0,0,0.12,0.5764,0
2,0.1014,48.11,0,0,0.0833,0.9554,0
0,0.1009,6.89,0,0,0.3079,0.9587,0
0,0.2102,2.97,0,0,0.0895,0.8364,0
0,0.0549,44.09,0,0,0.0447,0.9407,0
0,0.0176,30.36,0,0,0.072,0.9835,0
0,0.1791,129.02,0,0,0.0442,0.7207,0
0,0.0347,95.55,0,0,0.1069,0.8579,0
0,0.1922,8.83,0,0,0.3538,0.9475,0
0,0.0791,84.75,0,0,0.2779,0.7476,0
1,0.0498,18.87,0,0,0.0985,0.6117,0
1,0.2557,53.25,0,0,0.0432,0.6282,0
0,0.0362,29.67,0,0,0.351,0.9225,0
2,0.1333,4.53,0,0,0.1832,0.9784,0
0,0.1176,25.82,0,1,0.1574,0.926,0
0,0.1256,14.66,0,0,0.4532,0.8933,0
1,0.1597,8.63,0,0,0.3184,0.7619,0
1,0.0895,98.58,0,0,0.3958,0.9138,0
0,0.0574,51.4,0,0,0.1719,0.7191,0
0,0.0385,34.8,0,0,0.0107,0.6039,0
0,0.1424,13.64,0,0,0.2018,0.823,0
0,0.2471,89.41,0,0,0.225,0.6458,0
0,0.0715,3.76,0,0,0.3643,0.8455,0
0,0.2449,18.45,0,0,0.0296,0.8759,0
0,0.0937,12.23,0,0,0.227,0.9394,0
6,0.7859,2573.87,1,1,0.483,0.4265,1
5,0.8164,2973.61,1,1,0.778,0.0685,1
0,0.0564,9.0,0,0,0.5034,0.6421,0
0,0.031,71.2,0,0,0.0446,0.8594,0
1,0.0417,5.3,0,0,0.3461,0.7457,0
0,0.2666,51.67,0,0,0.3698,0.6878,0
0,0.0811,56.97,0,0,0.0211,0.9432,0
11,0.5827,137.84,0,0,0.5876,0.3991,1
0,0.0447,32.17,0,0,0.59,0.9353,0
1,0.1193,69.21,0,0,0.0645,0.9595,0
1,0.1551,49.82,0,0,0.3592,0.7704,0
0,0.0303,8.72,0,0,0.2691,0.9309,0
1,0.1197,31.73,0,0,0.101,0.6038,0
0,0.3224,91.69,0,0,0.1866,0.9391,0
0,0.2141,12.37,0,0,0.0107,0.9439,0
0,0.0299,94.7,0,1,0.0891,0.8738,0
1,0.2993,56.83,0,0,0.3816,0.8944,0
0,0.2175,17.86,0,0,0.0059,0.95,0
3,0.023,55.01,0,0,0.141,0.9144,0
1,0.2017,69.82,0,0,0.2309,0.7286,0
1,0.1208,1.14,0,0,0.0243,0.7419,0
13,0.6856,2047.71,1,1,0.7593,0.1046,1
0,0.016,49.89,0,1,0.4801,0.7981,0
0,0.0106,69.81,0,1,0.1488,0.9389,0
0,0.1063,17.1,0,0,0.2638,0.7245,0
0,0.1133,16.24,0,0,0.2378,0.9544,0
0,0.1307,5.96,0,0,0.2624,0.8087,0
1,0.1268,17.88,0,0,0.2111,0.9707,0
8,0.7935,3176.31,1,0,0.8252,0.0349,1
1,0.0163,49.78,0,0,0.0458,0.6177,0
0,0.0042,20.31,0,1,0.1127,0.8868,0
0,0.034,15.79,0,0,0.0811,0.729,0
1,0.1454,33.84,0,0,0.2121,0.9548,0
1,0.0744,78.27,0,0,0.1169,0.9051,0
0,0.0895,57.4,0,0,0.2296,0.9522,0
8,0.7531,66.23,0,1,0.7458,0.1261,1
1,0.0647,22.76,0,0,0.0357,0.588,0
0,0.0125,51.35,0,0,0.4534,0.6715,0
13,0.7658,30.31,1,1,0.8927,0.1738,1
0,0.0258,21.14,0,0,0.0393,0.9672,0
0,0.0119,42.21,0,0,0.1396,0.9458,0
1,0.3131,31.03,0,0,0.1822,0.8368,0
0,0.1015,50.62,0,0,0.0602,0.6321,0
1,0.0893,29.55,0,0,0.232,0.7565,0
0,0.1407,18.68,0,0,0.1734,0.8811,0
1,0.0803,8.74,0,0,0.0575,0.8706,0
0,0.2238,30.03,1,0,0.0821,0.9409,0
0,0.0972,36.05,0,0,0.0517,0.7414,0
0,0.0255,0.34,0,0,0.0312,0.6681,0
1,0.0307,21.64,0,0,0.1592,0.6452,0
0,0.0724,247.98,0,0,0.0183,0.8875,0
0,0.0827,49.32,0,0,0.271,0.6625,0
0,0.0506,9.12,0,0,0.2803,0.885,0
0,0.2741,15.12,0,0,0.1736,0.916,0
0,0.0521,80.02,0,0,0.3614,0.9154,0
1,0.0387,26.18,0,0,0.1752,0.8842,0
1,0.0311,94.64,0,0,0.1044,0.7971,0
12,0.9027,2346.59,1,1,0.8522,0.3227,1
0,0.0871,2.6,0,0,0.3808,0.8884,0
0,0.0072,42.6,0,0,0.128,0.9672,0
1,0.1649,25.08,0,0,0.3082,0.7652,0
0,0.2945,1.58,0,0,0.0412,0.597,0
0,0.2041,46.79,0,0,0.237,0.8134,0
9,0.5719,1234.44,1,1,0.4949,0.509,1
0,0.3043,3.89,0,0,0.0825,0.9376,0
22,0.9061,3204.0,0,1,0.5695,0.0787,1
8,0.847,109.97,1,1,0.9113,0.2063,1
0,0.1817,99.98,0,0,0.0235,0.9142,0
0,0.2207,46.3,0,0,0.1308,0.856,0
1,0.0819,60.87,0,1,0.2664,0.9806,0
0,0.1219,90.68,0,0,0.1359,0.8114,0
0,0.0313,44.72,0,0,0.2815,0.7844,0
1,0.1871,30.72,0,0,0.2673,0.9782,0
0,0.0649,14.21,0,0,0.289,0.9602,0
11,0.7597,125.76,1,1,0.7079,0.2192,1
0,0.2402,25.44,0,0,0.171,0.9915,0
0,0.1732,9.97,0,0,0.3455,0.7228,0
4,0.5855,55.71,1,1,0.5338,0.0677,1
10,0.7588,2080.35,1,0,0.8344,0.1562,1
0,0.1474,0.42,0,0,0.0169,0.8294,0
0,0.0744,12.7,0,0,0.0883,0.8269,0
0,0.0362,166.79,0,0,0.459,0.9324,0
0,0.1076,3.89,0,0,0.0434,0.8861,0
1,0.1105,101.57,0,0,0.1899,0.903,0
0,0.0893,4.33,0,0,0.062,0.8959,0
0,0.1068,0.71,0,0,0.0861,0.6396,0
1,0.1937,70.93,1,0,0.119,0.9097,0
0,0.1287,1.35,0,1,0.1101,0.8657,0
0,0.1105,20.12,0,0,0.16,0.9451,0
4,0.8652,18.24,1,0,0.5734,0.145,1
1,0.0501,157.41,0,0,0.5187,0.761,0
1,0.0392,28.89,0,0,0.1461,0.8117,0
0,0.2041,37.45,0,1,0.1891,0.9562,0
0,0.0279,49.79,0,0,0.0646,0.9867,0
0,0.1222,12.54,0,0,0.1425,0.867,0
4,0.834,24.25,0,1,0.6299,0.4014,1
0,0.0695,82.93,0,0,0.2475,0.8172,0
1,0.1131,10.97,0,0,0.2417,0.8897,0
0,0.224,2.47,0,0,0.142,0.7542,0
0,0.0708,35.5,0,0,0.1201,0.8604,0
0,0.0171,65.62,0,0,0.0097,0.5918,0
12,0.9671,0.89,1,1,0.6853,0.0351,1
1,0.234,8.48,0,0,0.1533,0.9088,0
1,0.2185,18.84,0,0,0.138,0.8047,0
1,0.0866,37.96,0,0,0.2671,0.9035,0
0,0.0197,32.85,0,0,0.0044,0.9487,0
0,0.0535,24.38,0,0,0.143,0.8436,0
0,0.1681,19.48,0,0,0.1472,0.9413,0
0,0.1329,85.1,0,0,0.0172,0.8604,0
14,0.8149,95.93,0,1,0.8292,0.0239,1
8,0.4964,1858.94,1,0,0.6891,0.1894,1
0,0.0924,12.24,0,0,0.0593,0.8192,0
0,0.2567,68.41,0,0,0.0736,0.5146,0
1,0.0721,45.9,0,0,0.4408,0.9279,0
2,0.1067,26.62,0,1,0.2974,0.9718,0
6,0.6849,0.41,0,1,0.7619,0.3472,1
0,0.0287,2.32,0,0,0.0796,0.8261,0
1,0.1744,16.25,0,0,0.0606,0.9058,0
2,0.13,77.46,0,0,0.1196,0.9158,0
1,0.1202,2.14,0,1,0.3369,0.6113,0
0,0.1018,19.15,0,0,0.1376,0.7605,0
0,0.0902,44.51,0,0,0.4413,0.6532,0
5,0.7101,34.79,1,0,0.846,0.2938,1
0,0.0379,12.28,0,0,0.2417,0.9957,0
7,0.9389,3137.34,1,1,0.6976,0.0112,1
0,0.0589,46.17,0,0,0.0371,0.7875,0
0,0.0855,14.27,0,0,0.1644,0.9972,0
1,0.0369,66.81,0,0,0.5048,0.7349,0
0,0.0658,15.5,0,0,0.2179,0.9793,0
2,0.1179,15.08,0,0,0.0654,0.8687,0
0,0.3488,49.5,0,0,0.1389,0.6029,0
2,0.2561,100.13,0,0,0.0687,0.8276,0
1,0.0482,0.27,0,0,0.0136,0.8656,0
0,0.1365,11.78,0,0,0.3365,0.9914,0
0,0.1052,4.15,0,0,0.1455,0.883,0
11,0.9752,1305.44,1,1,0.6999,0.2608,1
0,0.0081,4.65,0,0,0.2712,0.9357,0
0,0.0536,116.77,0,0,0.0071,0.7442,0
1,0.171,42.66,0,0,0.1716,0.8987,0
0,0.0102,56.94,0,0,0.346,0.9213,0
0,0.0349,11.44,0,0,0.0297,0.8424,0
7,0.8546,369.41,1,1,0.7606,0.4758,1
3,0.0993,20.32,0,0,0.1716,0.9415,0
1,0.1828,27.36,0,0,0.101,0.7881,0
0,0.1055,0.56,0,0,0.2739,0.7596,0
1,0.02,59.69,0,0,0.1463,0.9367,0
0,0.0499,16.67,0,0,0.0398,0.7506,0
0,0.0472,63.42,0,0,0.2297,0.8332,0
7,0.7808,3254.97,1,0,0.7204,0.1425,1
0,0.0263,35.11,0,0,0.2797,0.9387,0
0,0.4202,11.71,0,0,0.0066,0.9336,0
3,0.9819,26.16,1,1,0.8696,0.1205,1
8,0.7471,1598.69,1,1,0.6417,0.2868,1
0,0.0986,5.15,0,0,0.0964,0.7144,0
0,0.0414,0.48,0,0,0.0563,0.9584,0
0,0.3025,23.76,0,0,0.0746,0.8411,0
10,0.7468,40.18,1,0,0.6627,0.4457,1
1,0.0517,66.13,0,0,0.1152,0.8284,0
1,0.0152,74.83,0,0,0.0799,0.9048,0
0,0.0164,16.4,0,0,0.078,0.9312,0
0,0.0054,24.42,0,0,0.2597,0.8598,0
4,0.7496,2216.84,0,0,0.7615,0.2461,1
0,0.0091,63.48,0,0,0.1064,0.9888,0
1,0.2383,28.39,0,0,0.0422,0.7885,0
0,0.0357,20.88,0,0,0.5565,0.9376,0
0,0.2482,53.35,0,0,0.037,0.8445,0
1,0.0856,34.57,0,0,0.0142,0.7829,0
1,0.0946,42.92,0,0,0.4544,0.9692,0
1,0.1999,21.16,0,0,0.1653,0.8356,0
0,0.037,19.76,0,0,0.1114,0.8964,0
0,0.0988,84.93,0,0,0.3815,0.5478,0
0,0.0674,40.9,0,0,0.0873,0.9224,0
0,0.1644,14.31,0,0,0.3193,0.7103,0
0,0.0446,24.02,0,0,0.0959,0.9624,0
7,0.6681,1190.71,0,0,0.7749,0.116,1
0,0.2488,38.39,0,0,0.0274,0.86,0
1,0.201,48.22,0,0,0.0245,0.9064,0
0,0.2928,6.65,0,0,0.1006,0.9047,0
0,0.2156,69.1,0,1,0.1342,0.7389,0
0,0.0906,36.75,0,0,0.2793,0.9668,0
0,0.2197,68.98,1,0,0.0033,0.9826,0
12,0.8805,116.44,1,1,0.7222,0.1097,1
11,0.8102,77.24,1,1,0.7409,0.1146,1
0,0.0574,16.4,0,0,0.0644,0.9145,0
0,0.0957,22.98,0,0,0.1184,0.7871,0
8,0.6307,2449.44,1,0,0.5665,0.1394,1
0,0.1645,1.8,0,0,0.1181,0.9389,0
0,0.0074,80.16,0,0,0.0704,0.8337,0
1,0.0935,76.74,0,0,0.2653,0.5325,0
0,0.1559,29.63,0,0,0.1551,0.9209,0
1,0.0481,72.05,0,0,0.2228,0.6573,0
0,0.0618,7.9,0,0,0.0573,0.9335,0
0,0.1132,18.57,0,0,0.0811,0.8181,0
0,0.0298,19.32,0,0,0.4243,0.8146,0
2,0.0577,51.74,0,0,0.1037,0.9134,0
0,0.098,24.82,0,0,0.0302,0.8236,0
6,0.9122,32.19,1,1,0.6105,0.1744,1
0,0.4063,5.65,0,0,0.2726,0.617,0
2,0.0411,7.93,0,0,0.0801,0.9425,0
1,0.0363,11.03,0,0,0.1974,0.761,0
1,0.1014,5.33,0,0,0.0109,0.8883,0
1,0.0773,6.81,0,1,0.0543,0.8593,0
19,0.9186,2300.45,1,0,0.8253,0.2002,1
2,0.0293,2.62,0,0,0.194,0.8744,0
2,0.008,36.15,0,0,0.0111,0.9472,0
1,0.0975,37.39,0,0,0.2408,0.6789,0
0,0.0443,2.59,0,0,0.1854,0.9469,0
7,0.9118,2233.5,1,0,0.9133,0.2238,1
0,0.0441,26.8,0,0,0.2913,0.9104,0
0,0.1201,11.96,0,0,0.213,0.9232,0
7,0.7825,32.6,0,1,0.1699,0.3434,1
0,0.1244,7.03,0,0,0.2181,0.789,0
2,0.6603,202.13,1,0,0.8932,0.2736,1
15,0.8411,4.83,1,1,0.6062,0.1768,1
0,0.0622,14.38,0,0,0.141,0.8338,0
0,0.1399,19.13,0,0,0.3196,0.6968,0
0,0.0114,1.32,0,0,0.0485,0.8935,0
0,0.157,28.72,0,0,0.0828,0.7707,0
0,0.1733,58.5,0,0,0.0716,0.8253,0
1,0.0701,45.84,0,0,0.0379,0.8996,0
13,0.8504,1665.1,0,1,0.6513,0.1841,1
1,0.1695,14.87,0,0,0.0691,0.7164,0
0,0.1548,9.37,0,0,0.2168,0.9835,0
0,0.1545,37.36,0,0,0.2024,0.6185,0
1,0.2089,57.19,0,0,0.5742,0.9463,0
1,0.0185,36.98,0,0,0.215,0.9229,0
0,0.035,29.28,0,1,0.085,0.9504,0
0,0.0561,61.42,0,0,0.0743,0.8588,0
0,0.1111,4.42,0,0,0.0723,0.8996,0
1,0.2364,132.73,0,0,0.0525,0.8863,0
12,0.8384,1295.32,1,1,0.7451,0.1767,1
0,0.0542,8.91,0,0,0.2044,0.9168,0
1,0.2415,17.83,0,0,0.2144,0.9077,0
0,0.3417,79.75,0,0,0.1554,0.9022,0
2,0.0205,49.22,0,0,0.319,0.4986,0
1,0.1159,41.6,0,0,0.0492,0.9282,0
0,0.0343,22.16,0,0,0.0445,0.6744,0
18,0.572,1383.64,0,0,0.64,0.4209,1
1,0.2217,0.7,0,0,0.0233,0.9201,0
1,0.0742,39.99,0,0,0.0175,0.9086,0
0,0.0598,24.61,0,0,0.0388,0.8172,0
0,0.1142,44.67,0,0,0.1411,0.934,0
0,0.0503,7.44,0,0,0.286,0.9299,0
0,0.0376,12.09,0,0,0.3195,0.7765,0
1,0.1393,57.31,0,0,0.1103,0.9215,0
10,0.7043,8.07,0,0,0.7692,0.0648,1
2,0.0592,5.45,0,0,0.1037,0.9047,0
1,0.043,6.53,0,0,0.4182,0.8496,0
1,0.0455,66.39,0,0,0.1551,0.9088,0
